time,seconds_elapsed,z,y,x
1775033685426666500,0.07966650390625,-0.009162971749901772,0.018325943499803543,-0.004276053514331579
1775033685478147000,0.13114697265625,0.002443459117785096,0.002443459117785096,0.010995565913617611
1775033685572528400,0.2255283203125,-0.01282816007733345,-0.006719512399286032,-0.0030543238390237093
1775033685624009000,0.277009033203125,-0.0054977829568088055,-0.014660755172371864,-0.006719512399286032
1775033685675489500,0.328489501953125,-0.02260199747979641,-0.015271619893610477,-0.01649334840476513
1775033685726970400,0.379970458984375,-0.036651886999607086,0.023212861269712448,-0.003665188793092966
1775033685778451000,0.431450927734375,-0.027488915249705315,-0.07147117704153061,0.002443459117785096
1775033685829931500,0.482931640625,0.023823726922273636,-0.010384701192378998,-0.009162971749901772
1775033685881412000,0.534412109375,0.01649334840476513,0.050090912729501724,-0.006719512399286032
1775033685932893000,0.585892822265625,0.006719512399286032,0.014049889519810677,-0.008552107028663158
1775033685984373500,0.63737353515625,-0.027488915249705315,0.006108647678047419,-0.020769402384757996
1775033686035854000,0.68885400390625,-0.03787361457943916,0.06963858753442764,0.004886918235570192
1775033686087334700,0.740334716796875,-0.04886918142437935,0.049480047076940536,0.01282816007733345
1775033686138815200,0.791815185546875,0.0030543238390237093,-0.03909534588456154,0.003665188793092966
1775033686190296000,0.843296142578125,0.01282816007733345,0.026878049597144127,-0.001832594396546483
1775033686241776600,0.894776611328125,-0.002443459117785096,-0.012217295356094837,0.001832594396546483
1775033686293257200,0.94625732421875,-0.001221729558892548,-0.0616973415017128,-0.006719512399286032
1775033686344737800,0.99773779296875,0.01954767294228077,-0.030543239787220955,0
1775033686396218600,1.049218505859375,0.020158538594841957,0.012217295356094837,0.003665188793092966
1775033686447699200,1.10069921875,0.003665188793092966,-0.013439024798572063,0.013439024798572063
1775033686499179800,1.1521796875,-0.025045456364750862,-0.034208428114652634,0.001221729558892548
1775033686550660400,1.203660400390625,-0.006719512399286032,-0.03176496922969818,0.01282816007733345
1775033686602141000,1.255140869140625,0.009773836471140385,-0.031154103577136993,0.011606430634856224
1775033686653621800,1.306621826171875,0.01282816007733345,-0.10079269111156464,0.017104214057326317
1775033686705102300,1.358102294921875,0.0256563201546669,-0.08368847519159317,0.014660755172371864
1775033686756583000,1.4095830078125,0.007941242307424545,-0.024434590712189674,-0.010995565913617611
1775033686808063500,1.4610634765625,-0.008552107028663158,-0.030543239787220955,-0.000610864779446274
1775033686859544300,1.51254443359375,-0.011606430634856224,-0.08491020649671555,0.014660755172371864
1775033686911025000,1.56402490234375,0.01649334840476513,-0.07391463965177536,0.003665188793092966
1775033686962505500,1.61550537109375,0.04276053607463837,-0.07269290834665298,-0.003665188793092966
1775033687013986000,1.666986083984375,0.014049889519810677,-0.015271619893610477,-0.017104214057326317
1775033687065466600,1.718466552734375,0.020158538594841957,-0.033597562462091446,0.004886918235570192
